,Unnamed: 0,drugbank_id,name,groups,indication,smiles,type
94,94,DB00216,Eletriptan,approved|investigational,Eletriptan is a triptan used for the treatment of migraines.,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,small molecule
95,95,DB00217,Bethanidine,approved,For the treatment of hypertension,CN\C(NCC1=CC=CC=C1)=N/C,small molecule
96,96,DB00218,Moxifloxacin,approved|investigational,Moxifloxacin is a fluoroquinolone antibiotic used to treat various bacterial infections.,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,small molecule
97,97,DB00219,Oxyphenonium,approved,For the treatment of visceral spasms,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,small molecule
98,98,DB00220,Nelfinavir,approved,Nelfinavir is a viral protease inhibitor used in the treatment of HIV infection.,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,small molecule
99,99,DB00221,Isoetharine,approved,"For the treatment of asthma, wheezing, and chronic asthmatic bronchitis",CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,small molecule
100,100,DB00222,Glimepiride,approved,Glimepiride is a sulfonylurea drug used to treat type 2 diabetes mellitus.,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,small molecule
101,101,DB00223,Diflorasone,approved,"Diflorasone is a topical corticosteroid used to treat the symptoms of various inflammatory skin conditions that cause erythema, pruritus, and discomfort.",[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,small molecule
102,102,DB00224,Indinavir,approved,Indinavir is a protease inhibitor used to treat HIV infection.,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,small molecule
103,103,DB00225,Gadodiamide,approved|investigational,Gadodiamide is a gadolinium-based contrast agent used for the visualization of lesions with vascularity during magnetic resonance imaging (MRI) scans.,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,small molecule
104,104,DB00226,Guanadrel,approved,Used to treat and control hypertension,NC(N)=NCC1COC2(CCCCC2)O1,small molecule
105,105,DB00227,Lovastatin,approved|investigational,"Lovastatin is an HMG-CoA reductase inhibitor used to lower LDL cholesterol and reduce the risk of cardiovascular disease and associated conditions, including myocardial infarction and stroke.",[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,small molecule
106,106,DB00228,Enflurane,approved|investigational|vet_approved,Enflurane is a halogenated inhalational anesthetic agent used for the induction and maintenance of anesthesia and for analgesia during labor and delivery.,FC(F)OC(F)(F)C(F)Cl,small molecule
107,107,DB00229,Cefotiam,approved|investigational,Cefotiam is a cephalosporin antibiotic used to treat a variety of bacterial infections.,[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,small molecule
108,108,DB00230,Pregabalin,approved|investigational,"Pregabalin is an anticonvulsant drug used to treat neuropathic pain conditions and fibromyalgia, and for the treatment of partial onset seizures in combination with other anticonvulsants.",CC(C)C[C@H](CN)CC(O)=O,small molecule
109,109,DB00231,Temazepam,approved|investigational,"Temazepam is a short-acting benzodiazepine commonly used to treat panic disorders, severe anxiety, and insomnia.",CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,small molecule
110,110,DB00233,Aminosalicylic acid,approved,Aminosalicylic acid is an aminosalicylate drug used to induce remission in ulcerative colitis.,NC1=CC(O)=C(C=C1)C(O)=O,small molecule
111,111,DB00234,Reboxetine,approved|experimental,Reboxetine is a drug used for the acute treatment of major depression and for maintenance therapy of depression.,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,small molecule
112,112,DB00235,Milrinone,approved,"Milrinone is a PDE-III inhibitor with inotropic, lusitropic, and vasodilatory properties used for the short-term treatment of acute decompensated heart failure.",CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,small molecule
113,113,DB00236,Pipobroman,approved,For the treatment of polycythaemia vera and refractory chronic myeloid leukaemia,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,small molecule
114,114,DB00237,Butabarbital,approved|illicit,Butabarbital is a barbiturate drug used as a sedative and hypnotic.,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,small molecule
115,115,DB00238,Nevirapine,approved,Nevirapine is a non-nucleoside reverse transcriptase inhibitor used as part of a management regimen for HIV-1 virus infection.,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,small molecule
116,116,DB00239,Oxiconazole,approved,Oxiconazole is a topical antifungal used to treat a variety of dermatophyte infections.,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,small molecule
117,117,DB00240,Alclometasone,approved,Alclometasone is a topical corticosteroid used to relieve the symptoms of corticosteroid-responsive dermatoses.,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,small molecule
118,118,DB00241,Butalbital,approved|illicit,"Butalbital is a barbiturate drug used for symptomatic treatment of tension-type headache in various combinations with acetaminophen, aspirin, caffeine, and codeine.",CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,small molecule
119,119,DB00242,Cladribine,approved|investigational,"Cladribine is a purine antimetabolite used for the management of relapsing forms of Multiple Sclerosis (MS), used in patients who have not responded to or who were unable to tolerate alternative MS drugs.",NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,small molecule
120,120,DB00243,Ranolazine,approved|investigational,Ranolazine is an anti-anginal drug used for the treatment of chronic angina.,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,small molecule
121,121,DB00244,Mesalazine,approved,Mesalazine is an aminosalicylate drug used to treat mild to moderate active ulcerative colitis and also to maintain remission once achieved.,NC1=CC(C(O)=O)=C(O)C=C1,small molecule
122,122,DB00245,Benzatropine,approved,"Benzatropine is an anticholinergic drug used to treat Parkinson's disease (PD) and extrapyramidal symptoms, except tardive dyskinesia.",[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,small molecule
123,123,DB00246,Ziprasidone,approved,"Ziprasidone is an atypical antipsychotic used to manage schizophrenia, bipolar mania, and agitation in patients with schizophrenia.",ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,small molecule
124,124,DB00247,Methysergide,approved,Methysergide is an ergot alkaloid used for the prophylaxis of migraine and cluster headaches.,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,small molecule
125,125,DB00248,Cabergoline,approved,Cabergoline is a dopamine receptor agonist used for the treatment of hyperprolactinemic conditions due to various causes.,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,small molecule
126,126,DB00249,Idoxuridine,approved|investigational,"Idoxuridine is a pyrimidine analog antiviral used for the treatment of viral eye infections, including herpes simplex keratitis.",OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,small molecule
127,127,DB00250,Dapsone,approved|investigational,"Dapsone is a sulfone drug used to treat acne vulgaris, Hansen's disease, and dermatitis herpetiformis.",NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,small molecule
128,128,DB00251,Terconazole,approved,Terconazole is an antifungal drug used in the treatment of vulvovaginal candidiasis.,CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,small molecule
129,129,DB00252,Phenytoin,approved|vet_approved,Phenytoin is an anticonvulsant drug used in the prophylaxis and control of various types of seizures.,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
130,130,DB00253,Medrysone,approved,Medrysone is a topical glucocorticoid applied ophthalmically for the treatment of various ocular inflammatory or allergic conditions.,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,small molecule
131,131,DB00254,Doxycycline,approved|investigational|vet_approved,Doxycycline is a tetracycline antibiotic used to treat a wide variety of bacterial infections.,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,small molecule
132,132,DB00255,Diethylstilbestrol,approved|investigational|withdrawn,Used in the treatment of prostate cancer,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,small molecule
133,133,DB00256,Lymecycline,approved|investigational,Lymecycline is a tetracycline antibiotic used for the treatment of acne vulgaris and other susceptible infections.,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,small molecule
134,134,DB00257,Clotrimazole,approved|vet_approved,Clotrimazole is a topical broad-spectrum antifungal agent used for the treatment of a wide variety of dermatophyte infections and candidiasis.,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
135,135,DB00258,Calcium acetate,approved|investigational,Calcium acetate is a phosphate binder used in patients with end-stage renal disease (ESRD) to prevent elevated phosphate levels and resulting ectopic calcification and secondary hyperparathyroidism.,[Ca++].CC([O-])=O.CC([O-])=O,small molecule
136,136,DB00259,Sulfanilamide,approved,Sulfanilamide is a sulfonamide anti-infective used to treat vulvovaginal candidiasis caused by Candida albicans.,NC1=CC=C(C=C1)S(N)(=O)=O,small molecule
137,137,DB00260,Cycloserine,approved,Cycloserine is a broad-spectrum antibiotic used in the treatment of tuberculosis and certain urinary tract infections (UTI).,N[C@@H]1CONC1=O,small molecule
138,138,DB00261,Anagrelide,approved,"Anagrelide is a platelet-reducing agent used to treat thrombocythemia, and its related complications, secondary to myeloproliferative neoplasms.",ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,small molecule
139,139,DB00262,Carmustine,approved|investigational,"Carmustine is an alkylating agent used in the treatment of various malignancies, including brain tumours and multiple myeloma, among others.",ClCCNC(=O)N(CCCl)N=O,small molecule
140,140,DB00263,Sulfisoxazole,approved|vet_approved,Sulfisoxazole is a sulfonamide antibiotic used with other antibiotics to prevent and treat a variety of bacterial infections.,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,small molecule
141,141,DB00264,Metoprolol,approved|investigational,"Metoprolol is a beta-blocker used in the treatment of hypertension and angina, and used to reduce mortality due to myocardial infarction.",COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,small molecule
142,142,DB00265,Crotamiton,approved,Crotamiton is a topical scabicidal and antipruritic agent used for scabies eradication and for the relief of pruritus.,CCN(C(=O)C=CC)C1=CC=CC=C1C,small molecule
143,143,DB00266,Dicoumarol,approved,For decreasing blood clotting,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,small molecule
144,144,DB00267,Cefmenoxime,approved,Used to treat female gynecologic and obstetric infections caused by susceptible aerobic (including the gonococcus) and anaerobic bacteria,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,small molecule
145,145,DB00268,Ropinirole,approved|investigational,Ropinirole is a non-ergoline dopamine agonist used to treat the symptoms of Parkinson's disease and Restless Legs Syndrome.,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,small molecule
146,146,DB00270,Isradipine,approved|investigational,Isradipine is a dihydropyridine calcium channel blocker used for the treatment of hypertension.,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,small molecule
147,147,DB00271,Diatrizoate,approved|vet_approved,Diatrizoate is an injected contrast agent used in radiology.,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,small molecule
148,148,DB00272,Betazole,approved,For use clinically to test gastric secretory function,NCCC1=CC=NN1,small molecule
149,149,DB00273,Topiramate,approved,Topiramate is an anticonvulsant drug used in the control of epilepsy and in the prophylaxis and treatment of migraines.,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,small molecule
150,150,DB00274,Cefmetazole,approved|investigational,Cefmetazole is a cephalosporin antibiotic used to treat a variety of bacterial infections.,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,small molecule
151,151,DB00275,Olmesartan,approved|investigational,Olmesartan is an angiotensin receptor blocker (ARB) used in the treatment of hypertension.,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,small molecule
152,152,DB00276,Amsacrine,approved|investigational,Amsacrine is a cytotoxic agent used to induce remission in acute adult leukemia that is not adequately responsive to other agents.,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,small molecule
153,153,DB00277,Theophylline,approved,"Theophylline is a xanthine used to manage the symptoms of asthma, COPD, and other lung conditions caused by reversible airflow obstruction.",CN1C2=C(NC=N2)C(=O)N(C)C1=O,small molecule
154,154,DB00278,Argatroban,approved|investigational,Argatroban is a synthetic direct thrombin inhibitor used for the prevention and treatment of thrombosis related to heparin use.,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,small molecule
155,155,DB00279,Liothyronine,approved|vet_approved,"Liothyronine is a thyroid hormone replacement therapy used to treat hypothyroidism, to suppress TSH, and to help in the diagnosis of hyperthyroidism.",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,small molecule
156,156,DB00280,Disopyramide,approved,Disopyramide is a class 1A antiarrhythmic agent used to treat life-threatening ventricular arrhythmias.,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,small molecule
157,157,DB00281,Lidocaine,approved|vet_approved,Lidocaine is a local anesthetic used in a wide variety of superficial and invasive procedures.,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,small molecule
158,158,DB00282,Pamidronic acid,approved,"Pamidronic acid is a bisphosphonate used to treat Paget's disease, to treat hypercalcemia of malignancy, and to treat osteolytic bone lesions.",NCCC(O)(P(O)(O)=O)P(O)(O)=O,small molecule
159,159,DB00283,Clemastine,approved|investigational,Clemastine is an antihistamine with sedative and anticholinergic effects used to treat the symptoms of allergic rhinitis.,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,small molecule
160,160,DB00284,Acarbose,approved|investigational,Acarbose is an alpha-glucosidase inhibitor used in adjunctly with diet and exercise for the management of glycemic control in patients with type 2 diabetes mellitus.,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,small molecule
161,161,DB00285,Venlafaxine,approved,"Venlafaxine is a selective serotonin and norepinephrine reuptake inhibitor (SNRI) used for the treatment of major depression, generalized or social anxiety disorder, and panic disorder.",COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,small molecule
162,162,DB00287,Travoprost,approved,Travoprost is a prostaglandin analog used in the treatment of elevated intraocular pressure due to open angle glaucoma or ocular hypertension.,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,small molecule
163,163,DB00288,Amcinonide,approved,Amcinonide is a topical corticosteroid used in the treatment of inflammation and pruritus due to a variety of dermatoses.,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,small molecule
164,164,DB00289,Atomoxetine,approved,Atomoxetine is a selective norepinephrine reuptake inhibitor (SNRI) used in the management of Attention Deficit Hyperactivity Disorder (ADHD).,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,small molecule
165,165,DB00290,Bleomycin,approved|investigational,"Bleomycin is a chemotherapy agent used to treat various malignancies, including head and neck malignancy, lymphoma, and testicular tumors, among others.",[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,small molecule
166,166,DB00291,Chlorambucil,approved,Chlorambucil is a chemotherapy agent used in the management of chronic lymphocytic leukemia and malignant lymphomas.,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,small molecule
167,167,DB00292,Etomidate,approved,Etomidate is a short-acting intravenous anesthetic indicated for the induction of anesthesia and supplementation of subpotent anesthesia during short operative procedures.,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,small molecule
168,168,DB00293,Raltitrexed,approved|investigational,Raltitrexed is a folate analog thymidylate synthase inhibitor used in the treatment of advanced colorectal cancer.,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,small molecule
169,169,DB00294,Etonogestrel,approved|investigational,Etonogestrel is a long-acting synthetic derived progestin contraceptive used in various devices such as contraceptive rings and intradermal implants.,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],small molecule
170,170,DB00295,Morphine,approved|investigational,Morphine is an opioid agonist used for the relief of moderate to severe acute and chronic pain.,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,small molecule
171,171,DB00296,Ropivacaine,approved,Ropivacaine is an amide-type local anesthetic used for local or regional anesthesia during surgery and for short-term management of acute pain.,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,small molecule
172,172,DB00297,Bupivacaine,approved|investigational,Bupivacaine is a local anesthetic used in a wide variety of superficial and invasive procedures.,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,small molecule
173,173,DB00298,Dapiprazole,approved,Used in the treatment of iatrogenically induced mydriasis produced by adrenergic (phenylephrine) or parasympatholytic (tropicamide) agents used in certain eye examinations,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,small molecule
174,174,DB00299,Penciclovir,approved,Penciclovir is a topical nucleoside polymerase inhibitor used in the treatment of recurrent herpes labialis.,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,small molecule
175,175,DB00300,Tenofovir disoproxil,approved|investigational,Tenofovir disoproxil is a nucleotide analog reverse transcriptase inhibitor used in the treatment of Hepatitis B infection and used in the management of HIV-1 infection.,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,small molecule
176,176,DB00301,Flucloxacillin,approved|investigational,"Flucloxacillin is a narrow spectrum penicillin antibiotic that exerts specific activity against Gram positive organisms in skin and soft tissue infections, except those caused by methicillin resistant staphylococcus aureus (MRSA).",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,small molecule
177,177,DB00302,Tranexamic acid,approved,"Tranexamic acid is an antifibrinolytic used to reduce or prevent hemorrhagic episodes, especially in the context of hyperfibrinolytic disorders.",NC[C@H]1CC[C@@H](CC1)C(O)=O,small molecule
178,178,DB00303,Ertapenem,approved|investigational,Ertapenem is a carbapenem antibiotic used for the treatment of moderate to severe infections caused by susceptible bacteria.,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,small molecule
179,179,DB00304,Desogestrel,approved,"Desogestrel is a synthetic progestin used in contraception, often in combination with ethinyl estradiol.",[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],small molecule
